Senyawa1,Senyawa2,AS
Naringin,Glycyrrhetinic acid,0.06785714285714288
Naringenin,Cholesterol,0.06784107365502716
3-O-Caffeoylquinic acid,Riboflavin,0.06783589081725727
Labiatenic acid,Palmitic acid,0.06782960629114476
Vincamine,Oxalic acid,0.06782106782106784
trans-Zeatin,Malic acid,0.06781013599195418
Berberine,2'-Hydroxygenistein,0.06778479505752236
Berberine,Fumaric acid,0.06777464959283142
Naringin,Vanillic acid,0.06776812930659089
Lycopene,Pregnenolone,0.06776723276723277
Myricetin,Chrysoeriol,0.06775899539057437
Liquiritin,"Methyl 3,4,5-trihydroxybenzoate",0.06771400854241096
Fumaric acid,Quinic acid,0.06770092652445595
"3',4',7-Trihydroxyflavone",Vitamin A,0.06768945340373911
3-O-Caffeoylquinic acid,Rutin,0.06767409138950642
Licuroside,Vincamine,0.06765900765900766
Gibberellin A3,Naringenin,0.0676284421272393
Mitraphylline,Vindoline,0.06761173608999696
Linoleic acid,9-Ribosyl-trans-zeatin,0.06761096046810332
Malic acid,alpha-Tocopherol,0.06756990238143229
Punicalin,Pregnenolone,0.06756243756243757
3-O-Caffeoylquinic acid,Peucedanin,0.06755418494548926
alpha-Pinene,Isoschaftoside,0.06754783677860601
Sigmoidin B,alpha-Pinene,0.06754783677860601
Oleanolic acid,Coumestrol,0.0675453137833439
Isoliquiritin,Isoschaftoside,0.06754356754356755
Isoliquiritin,Sigmoidin B,0.06754356754356755
Folic acid,Kaempferol,0.067535553249839
Protopine,Myricetin,0.06753431753431755
Myricetin,(-)-Jasmonic acid,0.06753431753431752
Chelerythrine,Sigmoidin B,0.06752936985495125
Isoschaftoside,Chelerythrine,0.06752936985495125
9-Ribosyl-trans-zeatin,3-O-Caffeoylquinic acid,0.06751012962193087
Protopine,Isoferulic acid,0.06749771967163273
Isoferulic acid,(-)-Jasmonic acid,0.06749771967163272
Pregnenolone,Isoliquiritin,0.06747918747918749
Isolicoflavonol,Vindoline,0.06747419247419247
Loganic acid,Myristicin,0.06746701574287782
Malic acid,Cholesterol,0.06744202766930041
Malic acid,Naringin,0.0674416492598311
Isoferulic acid,Berberine,0.06743059312229274
Indole-3-acetic acid,Salicylic acid,0.06741942268258058
Cryptotanshinone,Trigonelline,0.0674188110085546
Loganic acid,7-Hydroxycoumarin,0.06741671027385313
Acetovanillone,Labiatenic acid,0.0674048174048174
Sucrose,Labiatenic acid,0.06738211283665829
Trigonelline,Tanshinone II,0.0673807673807674
N6-(delta2-Isopentenyl)adenine,Succinic acid,0.06736697645788556
Fumaric acid,Vitamin A,0.06736596736596737
Loganin,"Methyl 3,4,5-trihydroxybenzoate",0.06734718273179813
Pregnenolone,Chelerythrine,0.06734381897172596
"1,3,7-Trihydroxyxanthone",alpha-Tocopherol,0.06732901245096362
3-O-Caffeoylquinic acid,delta-Tocopherol,0.0673160831263598
Acetylursolic acid,Folic acid,0.06731126016840301
Glycyrrhetinic acid,Liquiritin,0.06729744614360002
Thiamine,Isoprene,0.06724575159588424
Succinic acid,3' 5'-cyclic AMP,0.06724525474525472
Naringenin,3-O-Caffeoylquinic acid,0.06722599948080227
Apigenin,Myricetin,0.06722478063941477
Fumaric acid,Malic acid,0.06720854902673083
Tetrahydroalstonine,p-Coumaric acid,0.06720091502700198
Citric acid,Linoleic acid,0.06719211639424408
"Methyl 3,4,5-trihydroxybenzoate",Tanshinone I,0.0671916999460424
Naringin,Folic acid,0.06719138004852296
Coumestrol,Gibberellin A3,0.06718301746369108
Oleic acid,Glycyrrhetinic acid,0.06718094405594405
Chelerythrine,"6,8-Diprenylgenistein",0.06716771600492534
"3,4-Dihydroxybenzoic acid",Oleanolic acid,0.06716271344754318
delta-Tocopherol,Kaempferol,0.06715397624488537
Sucrose,Loganin,0.06714497623588533
Labiatenic acid,7-Hydroxycoumarin,0.06713656713656714
Berberine,Vanillin,0.06712295968494317
Gallic acid,Myoinositol,0.06711344211344214
"Methyl 3,4,5-trihydroxybenzoate",Isoferulic acid,0.06710235138328781
Gibberellin A3,"Methyl 3,4,5-trihydroxybenzoate",0.06709205913449948
Tanshinone II,Malic acid,0.06708916083916087
Vanillic acid,trans-Zeatin,0.0670820157999645
alpha-Tocopherol,Vanillic acid,0.06707738790290386
(+)-S-Carvone,Isorhamnetin 3-O-beta-D-glucopyranoside,0.06707578136149565
Isorhamnetin 3-O-beta-D-glucopyranoside,alpha-Terpinene,0.06707578136149565
Phaseollidin,(+)-S-Carvone,0.06707578136149565
4-Terpineol,Isorhamnetin 3-O-beta-D-glucopyranoside,0.06707578136149565
Phaseollidin,4-Terpineol,0.06707578136149565
alpha-Terpinene,Phaseollidin,0.06707578136149565
3-O-Caffeoylquinic acid,"3,4-Dihydroxybenzoic acid",0.06705079817207962
Vitamin A,Isoferulic acid,0.067039792505631
Chrysoeriol,Apigenin,0.06701834750615239
Adenosine,7-Hydroxycoumarin,0.06700582330834429
beta-D-Glucosamine,Glycyrrhizic acid,0.06698509823509823
Semilicoisoflavone B,Quercetin,0.06697650175911042
"3',4',7-Trihydroxyflavone","3,4-Dihydroxybenzoic acid",0.06691115901642218
Isoferulic acid,Naringenin,0.06690478379052694
Vitamin A,Oleic acid,0.06689453403739119
Punicalin,"6,8-Diprenylgenistein",0.06688519813519812
trans-Zeatin,"Methyl 3,4,5-trihydroxybenzoate",0.06687993867481049
Ajmalicine,Riboflavin,0.06687598116169544
Trigonelline,Isoliquiritigenin,0.06685201923297164
Vanillin,delta-Tocopherol,0.06683674452269495
Tryptamine,Palmitic acid,0.06681869114785036
Kaempferol 3-glucuronide,Gancaonin U,0.06681859806859806
Isoferulic acid,Myricetin,0.0668172407302842
beta-D-Glucosamine,Salicylic acid,0.06679942864153389
beta-Carotene,Peucedanin,0.06679414335664335
(R)-linalool,Glycyrrhizic acid,0.06675269175269176
Cryptotanshinone,Apigenin,0.06675001046483227
Vanillin,Vitamin A,0.0667436459644252
Testosterone,(R)-linalool,0.06673659673659674
trans-Zeatin,Glycyrrhetinic acid,0.0667036667036667
Malic acid,Liquiritin,0.06668331668331672
Testosterone,Scopoletin,0.06668064078778364
Isoliquiritin,3-O-Caffeoylquinic acid,0.06665797970145795
Isoschaftoside,6-Hydroxymellein,0.0666000666000666
6-Hydroxymellein,Sigmoidin B,0.0666000666000666
Cryptotanshinone,Myricetin,0.06659152812998971
Myoinositol,Hirsutrin,0.06658674658674657
Coumestrol,"3',4',7-Trihydroxyflavone",0.06656134563111307
beta-Carotene,Rutin,0.06655087336905519
Berberine,Cholesterol,0.06652438470620288
Betulinic acid,Guanosine,0.06650924832743015
Coumestrol,beta-Carotene,0.06650616825035428
Glycyrrhizic acid,Scopoletin,0.06648857095285668
Serotonin,7-Hydroxycoumarin,0.06648813371502449
7-Hydroxycoumarin,Coumarin,0.06648238979066053
Isoliquiritin,"6,8-Diprenylgenistein",0.06647796647796649
Linoleic acid,Kaempferol,0.06647744147744147
Folic acid,2'-Hydroxygenistein,0.06644398072969511
Vincamine,Hirsutrin,0.0664247752247752
3-O-Caffeoylquinic acid,Malic acid,0.06642270772705557
Pregnenolone,Benzoic acid,0.06640882926597211
"Methyl 3,4,5-trihydroxybenzoate",beta-Carotene,0.06640314813391737
Acetylursolic acid,"3',4',7-Trihydroxyflavone",0.06639194139194139
Loganin,Citric acid,0.06638751319602382
Spermidine,Myristicin,0.06635892842789395
Octadecanoic acid,Myoinositol,0.06632873299539965
p-Coumaric acid,Fisetin,0.06632497936845763
Vanillic acid,Liquiritin,0.06631369944979419
Oestrone,Acetovanillone,0.06630490721399812
Myricetin,Fumaric acid,0.06629204129204129
beta-Carotene,Tryptamine,0.0662607741096113
Betulinic acid,Loganic acid,0.06625697534788443
delta-Tocopherol,Acetylursolic acid,0.06623376623376624
Gancaonin U,N6-(delta2-Isopentenyl)adenine,0.06622081622081623
Vincristine,Succinic acid,0.06621741894469169
Vitamin A,3-O-Caffeoylquinic acid,0.06621701280086371
Vincristine,"(6S,9R)-Roseoside",0.06621378621378624
Riboflavin,Citric acid,0.06619368473471819
Naringenin,Oleanolic acid,0.06617869134969004
Semilicoisoflavone B,Fisetin,0.06616571833963139
Berberine,Sucrose,0.06615698351235541
Ajmalicine,Vanillin,0.06615505706414797
Guanosine,"6,8-Diprenylgenistein",0.06615051615051616
Loganin,Folic acid,0.06614813757670901
Vanillin,Glycyrrhetinic acid,0.06613310931492752
Glycyrrhetinic acid,2'-Hydroxygenistein,0.06612644112644114
Vanillin,Trigonelline,0.06612130854555096
Myristicin,Coumarin,0.06610932926722403
Oleanolic acid,"1,3,7-Trihydroxyxanthone",0.0661014405762305
Liquiritin,Folic acid,0.06608995400204197
Linoleic acid,Oleic acid,0.06608235514485515
Pregnenolone,alpha-Pinene,0.06607546299853992
Apigenin,Citric acid,0.06606522693704842
Kaempferol,9-Ribosyl-trans-zeatin,0.0660574946289232
Phaseollidin,Guanosine,0.06603812853812853
Isorhamnetin 3-O-beta-D-glucopyranoside,Guanosine,0.06603812853812853
delta-Tocopherol,Liquiritin,0.06602488420670241
Succinic acid,Kaempferol 3-glucuronide,0.0660248842067024
Myricetin,beta-Monoolein,0.06601731601731602
Guanosine,Vincamine,0.06601398601398602
Ajmalicine,Oleanolic acid,0.06599870717517776
Linoleic acid,Riboflavin,0.06599650349650349
Loganin,Glycyrrhetinic acid,0.065992340992341
Isoschaftoside,Hirsutrin,0.06598068598068597
Sigmoidin B,Hirsutrin,0.06598068598068597
Fumaric acid,Glycyrrhetinic acid,0.06597569097569096
Methyl rosmarinate,beta-D-Glucosamine,0.06595487845487846
Serotonin,Pregnenolone,0.06594581888699536
Ajmalicine,Linoleic acid,0.06593406593406594
Liquiritin,Ajmalicine,0.0659289428520198
Betulinic acid,Coumarin,0.06592875492397024
Adenosine,Betulinic acid,0.06592694293229058
Loganin,"3,4-Dihydroxybenzoic acid",0.06592092118407909
Coumestrol,Tanshinone I,0.06585237718020916
"3',4',7-Trihydroxyflavone",Malic acid,0.06585081585081584
beta-D-Glucosamine,Chelerythrine,0.065849847826592
alpha-Tocopherol,Glycyrrhetinic acid,0.06584086645062258
beta-Carotene,Loganic acid,0.06581959706959707
Folic acid,Fumaric acid,0.06580467151895725
beta-Monoolein,Isoliquiritigenin,0.06579432472289616
Malic acid,2'-Hydroxygenistein,0.06578249760067942
2'-Hydroxygenistein,Vanillic acid,0.06577483500560427
Loganin,Rutin,0.06575747484838397
Isoferulic acid,Vanillic acid,0.06575030320849716
Folic acid,Isoferulic acid,0.06573426573426572
Isorhamnetin 3-O-beta-D-glucopyranoside,Adenosine,0.06570553629377159
Phaseollidin,Adenosine,0.06570553629377159
Vincamine,6-Hydroxymellein,0.06570096570096569
Phaseollidin,Oestrone,0.0656870906870907
Oestrone,Isorhamnetin 3-O-beta-D-glucopyranoside,0.0656870906870907
Isoliquiritigenin,Myricetin,0.06568563711420858
Scopoletin,Oestrone,0.0656771799628943
6-Hydroxymellein,Semilicoisoflavone B,0.06566621784013088
Myoinositol,Vincristine,0.06564250564250565
alpha-Tocopherol,Vitamin A,0.06564028306188582
Myricetin,trans-Zeatin,0.06562367673478785
Rutin,(R)-linalool,0.0656121656121656
Tanshinone I,Rutin,0.06560790138502749
Labiatenic acid,Myristicin,0.06560680698611734
Isoliquiritigenin,Acetylursolic acid,0.0655796584368013
Chrysoeriol,Citric acid,0.06556657228549727
Isoprene,Gibberellin A3,0.06556308413072338
"3,4-Dihydroxybenzoic acid",trans-Zeatin,0.06554167080482871
Vitamin A,Palmitic acid,0.06550592264877977
Ajmalicine,Acetylursolic acid,0.0654995004995005
Isoliquiritigenin,Apigenin,0.0654925794298617
Indole-3-acetic acid,Coumarin,0.0654621068154903
Vanillic acid,Oleanolic acid,0.06545490708386638
Vanillin,Myricetin,0.06545306545306548
Methyl rosmarinate,Sigmoidin B,0.06543456543456544
Methyl rosmarinate,Isoschaftoside,0.06543456543456544
Tanshinone I,Naringenin,0.06538173004789662
(R)-linalool,Naringenin,0.06537416072299797
Cholesterol,Quinic acid,0.06535621241503593
Myricetin,3-O-Caffeoylquinic acid,0.06533683707596748
Gancaonin U,Punicalin,0.06533050283050283
Tanshinone II,Apigenin,0.06531334519139395
"1,3,7-Trihydroxyxanthone",Loganin,0.06530969030969029
Tanshinone I,Isoprene,0.06530690153518938
delta-Tocopherol,"3',4',7-Trihydroxyflavone",0.06529833802561075
Oleic acid,Riboflavin,0.06527579563293848
Adenosine,Indole-3-acetic acid,0.06527366191231741
Formononetin,Oestrone,0.06526169908522854
Acetovanillone,Peucedanin,0.06525406411770049
Isoprene,Scopoletin,0.06521226026720531
Oleic acid,Apigenin,0.06521222679759267
delta-Tocopherol,Oleic acid,0.06520070838252658
beta-Monoolein,Trigonelline,0.06516631516631517
Palmitic acid,Loganin,0.06516560362714209
Trigonelline,Oleic acid,0.06516446516446517
Folic acid,Vanillin,0.06515043398160283
alpha-Tocopherol,Folic acid,0.06512303027982475
Glycycoumarin,Ferruginol,0.0651015651015651
Peucedanin,Palmitic acid,0.06508875739644972
Fisetin,Gancaonin U,0.06508769008769008
Myricetin,Tanshinone II,0.06508352758352762
Sanguinarine,Vincamine,0.06507777936349363
Citric acid,Ajmalicine,0.06507322464769275
Oleanolic acid,Riboflavin,0.06504000201479192
Semilicoisoflavone B,Octadecanoic acid,0.06503930851756935
Fumaric acid,Ajmalicine,0.06503163503163503
Ajmalicine,Isoferulic acid,0.0650306215523607
"1,3,7-Trihydroxyxanthone",Gibberellin A3,0.06502180085923931
Spermidine,Sigmoidin B,0.06501276501276501
Spermidine,Isoschaftoside,0.06501276501276501
"3',4',7-Trihydroxyflavone",Naringenin,0.06500476267918127
Sucrose,Vitamin A,0.06499993512980524
Mitraphylline,Spermine,0.0649830718480604
Myoinositol,Guanosine,0.06497668997668998
Gibberellin A3,Berberine,0.06495698658708064
Riboflavin,Vanillin,0.06495452599348704
Vanillic acid,Gibberellin A3,0.06495008086520022
(R)-linalool,Coumestrol,0.0649435835482347
Isoschaftoside,Gallic acid,0.06491425241425242
Sigmoidin B,Gallic acid,0.06491425241425242
Serotonin,Vincamine,0.06490685784803432
Vitamin A,beta-D-Glucosamine,0.0648886827458256
Vanillic acid,Cholesterol,0.06488383411460336
Ellagic acid,Pregnenolone,0.0648751248751249
Acetylursolic acid,Chrysoeriol,0.06487197013512801
(R)-linalool,"Methyl 3,4,5-trihydroxybenzoate",0.06485565716334947
Vincamine,3' 5'-cyclic AMP,0.06484765234765236
"3',4',7-Trihydroxyflavone","Methyl 3,4,5-trihydroxybenzoate",0.06483260329414177
beta-Monoolein,"3',4',7-Trihydroxyflavone",0.06481018981018981
Scopoletin,Loganic acid,0.06476856476856477
Labiatenic acid,Thiamine,0.06475708199846128
Sigmoidin B,Caffeic acid,0.06474935321089169
Isoschaftoside,Caffeic acid,0.06474935321089169
Miltirone,Ferruginol,0.06474775224775224
Spermidine,Indole-3-acetic acid,0.0647447790304933
Quinic acid,beta-D-Glucosamine,0.0647367338543809
"(6S,9R)-Roseoside",Fisetin,0.06472099329242186
Folic acid,3-O-Caffeoylquinic acid,0.06471540881478771
Naringin,Trigonelline,0.06471491471491472
Quinic acid,Isoferulic acid,0.06468723092764012
Glycycoumarin,Spermine,0.06468093310198574
"6,8-Diprenylgenistein",Caffeic acid,0.0646795512180128
Punicalin,Isorhamnetin,0.06467490842490843
Betulinic acid,Glycyrrhizic acid,0.06466891694164421
Semilicoisoflavone B,3' 5'-cyclic AMP,0.06466088259566521
"3',4',7-Trihydroxyflavone",Spermidine,0.06465756465756466
"3,4-Dihydroxybenzoic acid",Tanshinone I,0.06464927262889912
Quinic acid,Gibberellin A3,0.06461287191510316
Sucrose,"1,3,7-Trihydroxyxanthone",0.06459936167728375
Liquiritin,Myricetin,0.0645721799567954
Gibberellin A3,Malic acid,0.06456083101851123
Isoferulic acid,Loganic acid,0.06455862977602107
Octadecanoic acid,Vincamine,0.06455677655677655
Linoleic acid,Vanillin,0.0645453031816668
beta-D-Glucosamine,Coumarin,0.06453195926880137
Palmitic acid,Rutin,0.06452288969771489
Folic acid,Cholesterol,0.06451881451881453
Tryptamine,Acetovanillone,0.06450737423253278
beta-Monoolein,Chrysoeriol,0.06449471581050527
Ellagic acid,"6,8-Diprenylgenistein",0.06449084249084253
Fumaric acid,delta-Tocopherol,0.06448097357188268
Riboflavin,Thiamine,0.06447985512024922
"1,3,7-Trihydroxyxanthone",beta-Carotene,0.06446343834736692
Citric acid,Isoliquiritigenin,0.06446289273036995
Riboflavin,Kaempferol,0.0644509930224216
Oleic acid,Folic acid,0.06444698158983878
Isorhamnetin,Isoliquiritin,0.06443556443556443
Oleic acid,Ajmalicine,0.06443056943056943
9-Ribosyl-trans-zeatin,Gibberellin A3,0.06442326146759644
"1,3,7-Trihydroxyxanthone",Palmitic acid,0.06442046964024987
Apigenin,Kaempferol,0.06441745466135708
7-Hydroxycoumarin,Glycyrrhizic acid,0.06441177869749301
Glycyrrhizic acid,Indole-3-acetic acid,0.06437907330764474
Isoprene,beta-Monoolein,0.06435871820487206
Myoinositol,3' 5'-cyclic AMP,0.06435693935693937
"Methyl 3,4,5-trihydroxybenzoate",3-O-Caffeoylquinic acid,0.06435593392115128
Vanillic acid,Tanshinone I,0.06435582614242664
Trigonelline,2'-Hydroxygenistein,0.06433506433506432
Benzoic acid,"6,8-Diprenylgenistein",0.06433249290392148
Succinic acid,Benzoic acid,0.06432528510450587
Spermidine,Betulinic acid,0.0643154824973007
Oestrone,Myristicin,0.06429891947133329
Formononetin,Spermidine,0.06428473487297018
Apigenin,Cholesterol,0.06427312524873502
beta-Carotene,Naringenin,0.06425696396626628
Tryptamine,Scopoletin,0.06425219298973453
Glycyrrhizic acid,Formononetin,0.06424580321639148
delta-Tocopherol,beta-Carotene,0.06424257560621195
Sucrose,Peucedanin,0.06424257560621195
Loganic acid,Sucrose,0.06423879151151879
Gibberellin A3,"3,4-Dihydroxybenzoic acid",0.06423703338403886
Glycyrrhetinic acid,Isoferulic acid,0.0642368501064153
Vitamin A,Oleanolic acid,0.06421477681981881
Chrysoeriol,Kaempferol,0.06420890631416945
Oleanolic acid,Malic acid,0.06420317650264175
Gibberellin A3,Vitamin A,0.06419787109442282
Pregnenolone,Fisetin,0.06418914418914419
Formononetin,Peucedanin,0.06413219133807373
Isoliquiritigenin,Protopine,0.064131635560207
Isoliquiritigenin,(-)-Jasmonic acid,0.064131635560207
Loganin,Peucedanin,0.06412337662337664
3-O-Caffeoylquinic acid,Quinic acid,0.06411235823000529
Naringin,Myricetin,0.06410533910533915
Oestrone,7-Hydroxycoumarin,0.06410256410256411
Cryptotanshinone,Acetylursolic acid,0.06406157944619482
Acetovanillone,Glycyrrhizic acid,0.06405715496624588
"1,3,7-Trihydroxyxanthone",Tanshinone I,0.06405403352407964
alpha-Tocopherol,Trigonelline,0.06403262500823477
Cryptotanshinone,Kaempferol,0.06402260248414096
L-Phenylalanine,Glycyrol,0.06402059478982557
N6-(delta2-Isopentenyl)adenine,Glycyrol,0.06401931401931403
(-)-Jasmonic acid,Cholesterol,0.06401006401006401
Protopine,Cholesterol,0.06401006401006401
Gallic acid,Semilicoisoflavone B,0.06400936020501238
Oestrone,Betulinic acid,0.0640051867324595
Liquiritin,Apigenin,0.0639904185870415
Riboflavin,Protopine,0.06397570683284971
(-)-Jasmonic acid,Riboflavin,0.06397570683284969
Succinic acid,Salicylic acid,0.06395837017846585
Chrysoeriol,Protopine,0.06395359026937973
Chrysoeriol,(-)-Jasmonic acid,0.06395359026937973
Octadecanoic acid,Succinic acid,0.06394817303908212
9-Ribosyl-trans-zeatin,Oleic acid,0.06393963179677464
Tetrahydroalstonine,Liquiritigenin,0.06393606393606394
Serotonin,p-Coumaric acid,0.06392073399746032
Linoleic acid,trans-Zeatin,0.06391987641987641
Loganic acid,Acetovanillone,0.06391335936790482
Trigonelline,Liquiritin,0.06390760236914084
Myricetin,2'-Hydroxygenistein,0.06390156390156393
Palmitic acid,Coumestrol,0.06387708892181163
Kaempferol,Acetylursolic acid,0.06382131382131383
"1,3,7-Trihydroxyxanthone",Thiamine,0.06381549484997762
Rutin,Sucrose,0.06380396463041091
Formononetin,Testosterone,0.06378180642886526
Sucrose,Coumestrol,0.06373964302082694
"(6S,9R)-Roseoside",Chelerythrine,0.06372033282332284
Acetylursolic acid,Trigonelline,0.06369556369556367
beta-Carotene,"3,4-Dihydroxybenzoic acid",0.06368631368631368
Acetylursolic acid,Citric acid,0.06367674878313179
3-O-Caffeoylquinic acid,Apigenin,0.06367651436580386
4-Terpineol,Pregnenolone,0.06365634365634366
Pregnenolone,alpha-Terpinene,0.06365634365634366
(+)-S-Carvone,Pregnenolone,0.06365634365634366
Trigonelline,Fumaric acid,0.06364376364376365
beta-Carotene,Linoleic acid,0.06356924325674326
