Senyawa1,Senyawa2,Topology Score
Berberine,3-O-Caffeoylquinic acid,0.377193262766
beta-Carotene,Isoglycyrol,0.377071782315
alpha-Pinene,Serotonin,0.37703352075
L-Phenylalanine,Uracil,0.37676825981
L-Phenylalanine,Vincamine,0.37676825981
Pregnenolone,L-Phenylalanine,0.37676825981
"3',4',7-Trihydroxyflavone",Glycyrol,0.376692313536
beta-Carotene,Riboflavin,0.376678130888
"3,4-Dihydroxybenzoic acid",Tetrahydroalstonine,0.376660738563
Folic acid,(-)-Jasmonic acid,0.376534963195
Salicylic acid,Tetrahydroalstonine,0.376499189308
Isoprene,Lycopene,0.376452316718
alpha-Pinene,Ajmalicine,0.376433875059
Spermidine,Glycyrrhetinic acid,0.376346617316
Scopoletin,Spermidine,0.376126585987
Isoprene,Folic acid,0.375968696979
Acetylursolic acid,Sanguinarine,0.375816955326
Trigonelline,Serotonin,0.375673376903
Tetrahydroalstonine,"Methyl 3,4,5-trihydroxybenzoate",0.375667682817
7-Hydroxycoumarin,Labiatenic acid,0.375378138983
Tanshinone I,Miltirone,0.375296725374
p-Coumaric acid,L-Phenylalanine,0.375264198795
Testosterone,Succinic acid,0.375238244497
3-O-Caffeoylquinic acid,Acetylursolic acid,0.375200219842
Glycyrol,Hirsutrin,0.37507611161
Vincristine,(-)-Jasmonic acid,0.374972668365
Punicalin,Gibberellin A3,0.374764910125
Benzoic acid,Fisetin,0.374666887006
delta-Tocopherol,Berberine,0.374446869123
Punicalin,Fumaric acid,0.374249422155
Licuroside,Tetrahydroalstonine,0.374237149471
7-Hydroxycoumarin,delta-Tocopherol,0.374165679783
Succinic acid,"Methyl 3,4,5-trihydroxybenzoate",0.374160303335
"3',4',7-Trihydroxyflavone",Gibberellin A3,0.373985033203
Berberine,Myoinositol,0.373813921115
p-Coumaric acid,3' 5'-cyclic AMP,0.373651472538
Sanguinarine,"(6S,9R)-Roseoside",0.373551230961
Naringin,Isoprene,0.373475526214
Punicalin,Octadecanoic acid,0.373194561476
"(6S,9R)-Roseoside",L-Phenylalanine,0.373187227853
"3',4',7-Trihydroxyflavone",Vanillin,0.373115915827
"3',4',7-Trihydroxyflavone",Fumaric acid,0.37310919551
Indole-3-acetic acid,Succinic acid,0.372517944862
Glycyrrhizic acid,Hirsutrin,0.372441611299
Spermidine,Malic acid,0.372380885585
Myricetin,Palmitic acid,0.371896535165
Labiatenic acid,L-Phenylalanine,0.371845452082
Liquiritin,Glycyrrhizic acid,0.371742409276
Scopoletin,Sigmoidin B,0.371707409043
Berberine,Gibberellin A3,0.371624917909
Tanshinone II,beta-D-Glucosamine,0.371539233717
Tetrahydroalstonine,Caffeic acid,0.371493567955
"Methyl 3,4,5-trihydroxybenzoate",Sucrose,0.371418663207
3' 5'-cyclic AMP,Isoprene,0.371327029213
Oleanolic acid,Fisetin,0.371323394131
Protopine,Acetylursolic acid,0.371180205554
"3',4',7-Trihydroxyflavone",Vitamin A,0.371015343313
Riboflavin,Punicalin,0.370954100882
Octadecanoic acid,Labiatenic acid,0.370927499811
Fumaric acid,Berberine,0.37091194981
Tetrahydroalstonine,Peucedanin,0.370728162745
Dihydrotanshinone I,Quercetin,0.370677745327
Fisetin,Labiatenic acid,0.370608523507
Tanshinone I,Palmitic acid,0.370538789818
"3',4',7-Trihydroxyflavone",trans-Zeatin,0.370508240038
"3',4',7-Trihydroxyflavone",(R)-linalool,0.370471777789
Berberine,Myristicin,0.370364648351
Benzoic acid,Succinic acid,0.370322835482
Sanguinarine,Tanshinone I,0.370296332792
"(6S,9R)-Roseoside","3',4',7-Trihydroxyflavone",0.370288592886
beta-D-Glucosamine,Vanillic acid,0.37027096616
delta-Tocopherol,Punicalin,0.370169260593
Ajmalicine,Octadecanoic acid,0.370122118848
Fisetin,Acetylursolic acid,0.370101601049
Berberine,Thiamine,0.369987297232
Tetrahydroalstonine,Cryptotanshinone,0.369979165859
Punicalin,Vincristine,0.369891284924
"3',4',7-Trihydroxyflavone",Formononetin,0.369849959511
Testosterone,Serotonin,0.3697882673
Hirsutrin,Isorhamnetin,0.369727814797
delta-Tocopherol,trans-Zeatin,0.369566474304
beta-Monoolein,"1,3,7-Trihydroxyxanthone",0.36953622158
Acetylursolic acid,Riboflavin,0.369500455482
Sanguinarine,Protopine,0.369382368548
Punicalin,beta-D-Glucosamine,0.369356799701
Serotonin,7-Hydroxycoumarin,0.369353257312
Cholesterol,Oxalic acid,0.369298888545
Acetylursolic acid,Glycyrol,0.369263437001
Hirsutrin,Ajmalicine,0.369233201017
Testosterone,Spermidine,0.368415629466
Tetrahydroalstonine,Oestrone,0.368367423422
(-)-Jasmonic acid,Serotonin,0.368291749741
Licuroside,Fisetin,0.36824206422
Sucrose,Oleanolic acid,0.368077168747
Glycyrrhizic acid,(R)-linalool,0.368009965694
Glycycoumarin,Miltirone,0.367906313824
Glycyrrhetinic acid,Berberine,0.367829697586
Palmitic acid,"(6S,9R)-Roseoside",0.367796376825
4-Terpineol,Cryptotanshinone,0.367743918053
(+)-S-Carvone,Cryptotanshinone,0.367743918053
Cryptotanshinone,alpha-Terpinene,0.367743918053
Protopine,Serotonin,0.367702950013
Acetylursolic acid,Quercetin,0.367697545038
trans-Zeatin,Linoleic acid,0.3676645527
Glycyrrhizic acid,Gibberellin A3,0.367621945155
N6-(delta2-Isopentenyl)adenine,Riboflavin,0.36748346715
Riboflavin,trans-Zeatin,0.367440726509
p-Coumaric acid,"3',4',7-Trihydroxyflavone",0.367368343674
Spermine,Betulinic acid,0.367274371025
Punicalin,Testosterone,0.367186174848
"3',4',7-Trihydroxyflavone",Trigonelline,0.367081411647
7-Hydroxycoumarin,Spermidine,0.366979162317
Liquiritin,Isoliquiritin,0.366930050732
Cryptotanshinone,Oxalic acid,0.366708723534
(+)-S-Carvone,Peucedanin,0.366620083832
Peucedanin,4-Terpineol,0.366620083832
alpha-Terpinene,Peucedanin,0.366620083832
(-)-Jasmonic acid,Kaempferol,0.366495082724
Glycyrrhizic acid,Fumaric acid,0.366373118946
Betulinic acid,Fisetin,0.366151072386
Sucrose,Myricetin,0.366090416788
Punicalin,Benzoic acid,0.366072354346
Dihydrotanshinone I,alpha-Pinene,0.366024047196
Oxalic acid,Tanshinone II,0.365940512275
Adenosine,Liquiritigenin,0.365798020807
Spermidine,Octadecanoic acid,0.365704735129
Labiatenic acid,(-)-Jasmonic acid,0.36568507753
Oxalic acid,2'-Hydroxygenistein,0.365259252428
3' 5'-cyclic AMP,Labiatenic acid,0.365201721965
Scopoletin,Serotonin,0.365137721094
Quinic acid,Rutin,0.365113578411
Vanillic acid,Oxalic acid,0.365045643542
Testosterone,"3',4',7-Trihydroxyflavone",0.364957989957
beta-Carotene,Mitraphylline,0.364923555126
Semilicoisoflavone B,beta-Carotene,0.364923555126
p-Coumaric acid,Gancaonin U,0.364921180401
Glycyrrhizic acid,Malic acid,0.364903290152
Fisetin,Linoleic acid,0.364861808247
trans-Zeatin,Cholesterol,0.364832086463
Tanshinone II,(+)-S-Carvone,0.364791181412
Tanshinone II,4-Terpineol,0.364791181412
Tanshinone II,alpha-Terpinene,0.364791181412
"3',4',7-Trihydroxyflavone",Isoglycyrol,0.364761513416
Oxalic acid,"Methyl 3,4,5-trihydroxybenzoate",0.364664179035
Isoprene,Ajmalicine,0.364533134457
Oleic acid,Fisetin,0.364519488316
alpha-Terpinene,"Methyl 3,4,5-trihydroxybenzoate",0.364387939101
4-Terpineol,"Methyl 3,4,5-trihydroxybenzoate",0.364387939101
"Methyl 3,4,5-trihydroxybenzoate",(+)-S-Carvone,0.364387939101
4-Terpineol,2'-Hydroxygenistein,0.364387200527
2'-Hydroxygenistein,alpha-Terpinene,0.364387200527
2'-Hydroxygenistein,(+)-S-Carvone,0.364387200527
Sucrose,Tanshinone I,0.364366341231
Peucedanin,Oxalic acid,0.364306034474
Succinic acid,Thiamine,0.364265286224
Vanillic acid,alpha-Terpinene,0.364260532402
Vanillic acid,(+)-S-Carvone,0.364260532402
Vanillic acid,4-Terpineol,0.364260532402
Labiatenic acid,alpha-Pinene,0.364211244737
Cryptotanshinone,Licuroside,0.364013059931
Palmitic acid,Isoferulic acid,0.364007484746
"3',4',7-Trihydroxyflavone",Vincamine,0.363972291506
Pregnenolone,"3',4',7-Trihydroxyflavone",0.363972291506
"3',4',7-Trihydroxyflavone",Uracil,0.363972291506
Tetrahydroalstonine,Coumarin,0.363837437681
"6,8-Diprenylgenistein","3',4',7-Trihydroxyflavone",0.363771126583
delta-Tocopherol,Glycyrrhizic acid,0.363528940831
Berberine,Succinic acid,0.363528659611
Liquiritigenin,Scopoletin,0.363520349771
Glycyrol,Gancaonin U,0.363463725672
Spermidine,"Methyl 3,4,5-trihydroxybenzoate",0.363376945516
3' 5'-cyclic AMP,Isolicoflavonol,0.363351781676
beta-D-Glucosamine,Tryptamine,0.363228133334
Tetrahydroalstonine,Scopoletin,0.363018180836
Succinic acid,Liquiritin,0.362905573109
6-Hydroxymellein,p-Coumaric acid,0.362834623068
Cholesterol,Labiatenic acid,0.362635811309
Liquiritin,alpha-Terpinene,0.362627902719
Liquiritin,(+)-S-Carvone,0.362627902719
4-Terpineol,Liquiritin,0.362627902719
Benzoic acid,"3',4',7-Trihydroxyflavone",0.362600855272
Myricetin,(-)-Jasmonic acid,0.362393796767
delta-Tocopherol,Isoprene,0.362324604032
Pregnenolone,Labiatenic acid,0.362123964489
Vincamine,Labiatenic acid,0.362123964489
Uracil,Labiatenic acid,0.362123964489
Myristicin,Ajmalicine,0.361939928059
Linoleic acid,Isoferulic acid,0.361896656138
Peucedanin,Glycyrrhizic acid,0.361858220885
Adenosine,beta-D-Glucosamine,0.361668772866
"3',4',7-Trihydroxyflavone",Ellagic acid,0.361635090524
delta-Tocopherol,Chelerythrine,0.361558927767
Cholesterol,Sweroside,0.361556246108
Punicalin,alpha-Pinene,0.361522496892
Isoglycyrol,Acetylursolic acid,0.361504199436
Glycyrrhizic acid,Vitamin A,0.361432741709
"3',4',7-Trihydroxyflavone",alpha-Tocopherol,0.361329186507
Serotonin,Benzoic acid,0.361257053197
Scopoletin,Protopine,0.361147367508
alpha-Pinene,N6-(delta2-Isopentenyl)adenine,0.361066927657
Naringin,beta-D-Glucosamine,0.361061067889
Tanshinone II,Glycyrrhizic acid,0.361044086146
alpha-Tocopherol,Serotonin,0.361005904254
Thiamine,Palmitic acid,0.360782712204
Isobavachalcone,Isoschaftoside,0.360642951615
Glisoflavone,Isoschaftoside,0.360642951615
Glycyrrhisoflavone,Isoschaftoside,0.360642951615
Caffeic acid,Licuroside,0.360539786232
Isoliquiritigenin,Isoprene,0.360301621139
Ajmalicine,Rutin,0.360281098417
"3',4',7-Trihydroxyflavone",2'-Hydroxygenistein,0.360274539053
Glycyrrhizic acid,Myristicin,0.360213947049
Oleanolic acid,Isoliquiritin,0.360209131173
Spermidine,Benzoic acid,0.360184820228
alpha-Tocopherol,Spermidine,0.359904901979
Sucrose,Liquiritin,0.359628655641
Glycyrrhizic acid,2'-Hydroxygenistein,0.35961602514
Trigonelline,Tetrahydroalstonine,0.359530786406
Liquiritigenin,Folic acid,0.359294116153
Gibberellin A3,Ajmalicine,0.359234557453
Glycyrrhizic acid,Vanillic acid,0.359168256901
Mitraphylline,Gancaonin U,0.359099585205
Gancaonin U,Semilicoisoflavone B,0.359099585205
"(6S,9R)-Roseoside",Linoleic acid,0.359088174743
Isoferulic acid,Gancaonin U,0.359080680707
Gallic acid,Acetylursolic acid,0.358922904017
Myoinositol,"3',4',7-Trihydroxyflavone",0.358907292414
Chrysoeriol,4-Terpineol,0.358883139921
(+)-S-Carvone,Chrysoeriol,0.358883139921
alpha-Terpinene,Chrysoeriol,0.358883139921
Ajmalicine,Fumaric acid,0.358829724083
Isoliquiritin,Naringenin,0.358753360089
Indole-3-acetic acid,Hirsutrin,0.358705693391
Isoglycyrol,Hirsutrin,0.358689714062
Octadecanoic acid,Serotonin,0.358671749528
Succinic acid,Naringenin,0.35859232515
"3',4',7-Trihydroxyflavone","Methyl 3,4,5-trihydroxybenzoate",0.358428524206
Oleic acid,Spermine,0.358248027563
(-)-Jasmonic acid,alpha-Tocopherol,0.358219115522
(-)-Jasmonic acid,Vanillin,0.358198635394
(-)-Jasmonic acid,Formononetin,0.357876243735
Oxalic acid,Naringin,0.357759159496
Acetylursolic acid,Octadecanoic acid,0.357734455743
"6,8-Diprenylgenistein",(-)-Jasmonic acid,0.357714807926
3' 5'-cyclic AMP,L-Phenylalanine,0.357712800273
Cholesterol,Kaempferol 3-glucuronide,0.357711973363
Quercetin,(-)-Jasmonic acid,0.357550462214
Tanshinone II,Serotonin,0.357513393999
Peucedanin,"3',4',7-Trihydroxyflavone",0.357473253473
Isoliquiritin,Isoliquiritigenin,0.357415181276
Rutin,Serotonin,0.357323183155
Isoferulic acid,6-Hydroxymellein,0.357120476767
Myoinositol,Ajmalicine,0.357064041787
Gancaonin U,trans-Zeatin,0.357040652799
4-Terpineol,Naringenin,0.356996477467
Naringenin,(+)-S-Carvone,0.356996477467
alpha-Terpinene,Naringenin,0.356996477467
Tanshinone I,Fisetin,0.356982184664
Gibberellin A3,Spermine,0.356934770917
trans-Zeatin,Gallic acid,0.356912079004
Quercetin,3-O-Caffeoylquinic acid,0.356729579978
Mitraphylline,6-Hydroxymellein,0.356659092789
Semilicoisoflavone B,6-Hydroxymellein,0.356659092789
beta-D-Glucosamine,Salicylic acid,0.356611617021
Coumestrol,"3',4',7-Trihydroxyflavone",0.35660182465
Sweroside,Octadecanoic acid,0.356237915062
"Methyl 3,4,5-trihydroxybenzoate",Serotonin,0.356150935024
Licuroside,Oleanolic acid,0.356108726975
Spermine,Fumaric acid,0.356012188863
Dihydrotanshinone I,Trigonelline,0.356007474749
3-O-Caffeoylquinic acid,Octadecanoic acid,0.35597111997
Sweroside,Glycyrrhizic acid,0.355898501953
delta-Tocopherol,Kaempferol 3-glucuronide,0.355793376116
"3',4',7-Trihydroxyflavone",Coumarin,0.35573980799
Isoprene,"Methyl 3,4,5-trihydroxybenzoate",0.355734429218
Liquiritin,Oxalic acid,0.355731990747
Vanillic acid,Serotonin,0.355720458371
Dihydrotanshinone I,Isoprene,0.355628770247
Chrysoeriol,Oxalic acid,0.355625131741
Isoliquiritin,Naringin,0.355531585412
Folic acid,Protopine,0.355408027451
Vincristine,7-Hydroxycoumarin,0.355400381253
Sanguinarine,Acetovanillone,0.355343389229
Caffeic acid,beta-D-Glucosamine,0.355196372026
Gallic acid,N6-(delta2-Isopentenyl)adenine,0.35516442366
Isoglycyrol,Gancaonin U,0.355083997114
trans-Zeatin,6-Hydroxymellein,0.355081434183
Thiamine,"3',4',7-Trihydroxyflavone",0.354977451607
(+)-S-Carvone,Caffeic acid,0.354961125571
Caffeic acid,alpha-Terpinene,0.354961125571
4-Terpineol,Caffeic acid,0.354961125571
Liquiritigenin,Rutin,0.354919204425
Oxalic acid,Caffeic acid,0.354900804117
(+)-S-Carvone,Naringin,0.354824294974
Naringin,4-Terpineol,0.354824294974
Naringin,alpha-Terpinene,0.354824294974
Serotonin,Cholesterol,0.354809748991
Octadecanoic acid,N6-(delta2-Isopentenyl)adenine,0.354755171446
beta-D-Glucosamine,Acetylursolic acid,0.354728190254
beta-Monoolein,3' 5'-cyclic AMP,0.354727015387
3-O-Caffeoylquinic acid,Vincristine,0.354677705574
Scopoletin,Isoschaftoside,0.354671341121
Trigonelline,Succinic acid,0.354630549018
Glycyrrhetinic acid,Liquiritigenin,0.354554844976
Oxalic acid,Tryptamine,0.354493528931
Oleic acid,"3',4',7-Trihydroxyflavone",0.354347866566
Tanshinone I,Glycyrrhizic acid,0.354294322517
Vincristine,beta-Monoolein,0.354284667481
Glycyrrhizic acid,Myricetin,0.354236695832
Isoprene,"6,8-Diprenylgenistein",0.354105819579
Oleanolic acid,(-)-Jasmonic acid,0.354000838443
Ajmalicine,Thiamine,0.353941988178
Tanshinone I,Riboflavin,0.3538460583
"3',4',7-Trihydroxyflavone",Cryptotanshinone,0.353719920064
Isoprene,Myoinositol,0.353598876042
(-)-Jasmonic acid,Naringenin,0.353553616204
Protopine,Vanillin,0.353546197453
Octadecanoic acid,Glycyrol,0.353371519573
Tryptamine,(+)-S-Carvone,0.35336819595
alpha-Terpinene,Tryptamine,0.35336819595
Tryptamine,4-Terpineol,0.35336819595
Salicylic acid,Vindoline,0.35330308912
Octadecanoic acid,Kaempferol 3-glucuronide,0.353235888957
Scopoletin,Gancaonin U,0.353211233262
Labiatenic acid,Palmitic acid,0.353203200073
Gancaonin U,"Methyl 3,4,5-trihydroxybenzoate",0.353168739267
Serotonin,2'-Hydroxygenistein,0.35309168224
Spermine,Myristicin,0.352976806351
p-Coumaric acid,beta-Carotene,0.352916101189
Labiatenic acid,Protopine,0.352903460067
Gancaonin U,Thiamine,0.35281425677
"3',4',7-Trihydroxyflavone",Tanshinone II,0.352783896784
Scopoletin,"3',4',7-Trihydroxyflavone",0.352679831719
Tanshinone II,Fisetin,0.352667714619
Oleanolic acid,Isoschaftoside,0.352466104872
Sucrose,Labiatenic acid,0.352359090933
Acetylursolic acid,Testosterone,0.352278075287
7-Hydroxycoumarin,Isoprene,0.352270992725
Betulinic acid,4-Terpineol,0.352192928327
Betulinic acid,alpha-Terpinene,0.352192928327
Betulinic acid,(+)-S-Carvone,0.352192928327
(-)-Jasmonic acid,Tanshinone I,0.351961916732
Fisetin,"6,8-Diprenylgenistein",0.35194373134
N6-(delta2-Isopentenyl)adenine,Vanillin,0.351863520011
Isolicoflavonol,Gancaonin U,0.35172558834
Scopoletin,6-Hydroxymellein,0.351720590357
"3',4',7-Trihydroxyflavone",Vanillic acid,0.351708775181
delta-Tocopherol,Glycyrol,0.351702794286
"3',4',7-Trihydroxyflavone",Tryptamine,0.351686383752
alpha-Pinene,trans-Zeatin,0.351677677719
(R)-linalool,Serotonin,0.351615819603
2'-Hydroxygenistein,Fisetin,0.351612255564
(-)-Jasmonic acid,Ellagic acid,0.351532920146
Fisetin,Vanillic acid,0.351281316591
beta-Monoolein,Gallic acid,0.351259610303
Glycyrrhetinic acid,"3',4',7-Trihydroxyflavone",0.351226328289
L-Phenylalanine,3-O-Caffeoylquinic acid,0.351188574087
Spermidine,Liquiritin,0.351068197776
Fisetin,"Methyl 3,4,5-trihydroxybenzoate",0.351017866297
Hirsutrin,L-Phenylalanine,0.351006176334
Adenosine,"3',4',7-Trihydroxyflavone",0.350966235423
beta-Carotene,Isolicoflavonol,0.350945349206
Myoinositol,Glycyrrhizic acid,0.350915024688
Labiatenic acid,Lycopene,0.350792268043
Vincamine,Hirsutrin,0.3507778612
Hirsutrin,Uracil,0.3507778612
Pregnenolone,Hirsutrin,0.3507778612
"6,8-Diprenylgenistein",Spermidine,0.35073704454
Vanillin,Fisetin,0.350723578857
Cryptotanshinone,Isoschaftoside,0.35055698649
(-)-Jasmonic acid,"3,4-Dihydroxybenzoic acid",0.350531194368
Chrysoeriol,Glycyrrhizic acid,0.35050943094
Cryptotanshinone,Fisetin,0.350487820234
Indole-3-acetic acid,Labiatenic acid,0.350363959135
"3',4',7-Trihydroxyflavone",Isoliquiritigenin,0.350313820461
Serotonin,Liquiritin,0.350204194567
Serotonin,Cryptotanshinone,0.350178585669
Benzoic acid,Acetylursolic acid,0.350178195476
"6,8-Diprenylgenistein",Gancaonin U,0.349989471679
Isolicoflavonol,6-Hydroxymellein,0.349971491934
Sweroside,Riboflavin,0.349855800963
Berberine,Isorhamnetin,0.349738249378
Punicalin,Palmitic acid,0.349700127783
(-)-Jasmonic acid,Peucedanin,0.349646242477
Oxalic acid,Naringenin,0.349461165919
Naringenin,Isoschaftoside,0.349452986948
Apigenin,(-)-Jasmonic acid,0.349310349389
Spermidine,(R)-linalool,0.349176584148
Isoprene,N6-(delta2-Isopentenyl)adenine,0.349166187055
Isoschaftoside,Naringin,0.349003904346
Sweroside,alpha-Pinene,0.348926435117
Scopoletin,Succinic acid,0.348716095978
Acetylursolic acid,Palmitic acid,0.348518964023
Trigonelline,Gancaonin U,0.348500653514
3-O-Caffeoylquinic acid,Hirsutrin,0.348464461062
Liquiritin,"3',4',7-Trihydroxyflavone",0.34840098527
Isoprene,Myricetin,0.34823951338
Spermidine,"3,4-Dihydroxybenzoic acid",0.348191676612
"3,4-Dihydroxybenzoic acid","3',4',7-Trihydroxyflavone",0.348118535995
(-)-Jasmonic acid,Sweroside,0.348085975326
Isoschaftoside,Isoliquiritigenin,0.347938866403
N6-(delta2-Isopentenyl)adenine,Myristicin,0.347909730236
Palmitic acid,Trigonelline,0.347900749385
3' 5'-cyclic AMP,Punicalin,0.347893046497
Glycyrrhizic acid,beta-Carotene,0.347704236667
Fisetin,Chrysoeriol,0.347661482247
Licuroside,Naringenin,0.347592436684
Protopine,"6,8-Diprenylgenistein",0.347456451294
"(6S,9R)-Roseoside",Sucrose,0.347452674412
Protopine,Vincristine,0.347382637093
Sanguinarine,beta-Monoolein,0.347381823201
Glycyrrhizic acid,Vanillin,0.347188854808
Naringin,Licuroside,0.347004468084
Echinatin,Isoliquiritin,0.346939216789
Trigonelline,6-Hydroxymellein,0.346854500361
"Methyl 3,4,5-trihydroxybenzoate",Vindoline,0.346755575015
Spermine,Glycyrrhizic acid,0.346724562877
Tanshinone I,Spermidine,0.346664884943
Gallic acid,Sweroside,0.346590920338
Vanillic acid,Vindoline,0.346548720579
Vanillic acid,Gancaonin U,0.346398764968
N6-(delta2-Isopentenyl)adenine,(R)-linalool,0.346386074927
Acetylursolic acid,Vincristine,0.346346444798
"3,4-Dihydroxybenzoic acid",Fisetin,0.3463386451
Gancaonin U,Uracil,0.346279345753
Vincamine,Gancaonin U,0.346279345753
Pregnenolone,Gancaonin U,0.346279345753
Succinic acid,Myricetin,0.346233151114
2'-Hydroxygenistein,Gancaonin U,0.346112473032
Vincamine,Isoprene,0.346103990571
Pregnenolone,Isoprene,0.346103990571
Isoprene,Uracil,0.346103990571
"3',4',7-Trihydroxyflavone",Malic acid,0.346099897524
Protopine,Oleanolic acid,0.345858941333
