Senyawa1,Senyawa2,Synergy Score
Isoliquiritin,Naringin,0.031973276
Vanillin,9-Ribosyl-trans-zeatin,0.031967811
Oleic acid,Myoinositol,0.031962764
Tanshinone II,Kaempferol 3-glucuronide,0.031962417
"(6S,9R)-Roseoside",Ferruginol,0.031961273
delta-Tocopherol,Naringin,0.031934605
"Methyl 3,4,5-trihydroxybenzoate",Licuroside,0.031925977
Isoprene,Myristicin,0.031919673
Tryptamine,Glycyrol,0.031906836
Tanshinone I,Formononetin,0.031892613
Mitraphylline,Adenosine,0.031891909
Myricetin,Cholesterol,0.031876338
Acetovanillone,3' 5'-cyclic AMP,0.031876022
Palmitic acid,Chrysoeriol,0.031859394
Adenosine,Sucrose,0.031859254
Oxalic acid,Vincamine,0.031853718
Loganin,Vitamin A,0.031849073
Thiamine,p-Coumaric acid,0.031847418
Vincamine,alpha-Tocopherol,0.031839697
Licuroside,Vanillic acid,0.031836447
Trigonelline,Ajmalicine,0.031822251
Indole-3-acetic acid,7-Hydroxycoumarin,0.031783792
Vincristine,Acetylursolic acid,0.031773913
beta-Monoolein,Vindoline,0.031768114
Labiatenic acid,beta-Monoolein,0.03174397
(R)-linalool,N6-(delta2-Isopentenyl)adenine,0.031731871
Kaempferol 3-glucuronide,Chrysoeriol,0.031727324
trans-Zeatin,9-Ribosyl-trans-zeatin,0.031719827
Myristicin,Chelerythrine,0.031716142
Uracil,Oestrone,0.031711028
beta-Carotene,Benzoic acid,0.031710188
N6-(delta2-Isopentenyl)adenine,Oleanolic acid,0.031709319
Quinic acid,Rutin,0.03170259
alpha-Tocopherol,Isoprene,0.03170116
Myoinositol,Cryptotanshinone,0.031700292
6-Hydroxymellein,Quinic acid,0.031688488
Indole-3-acetic acid,Formononetin,0.0316882
Spermidine,trans-Zeatin,0.031679386
Licuroside,Myricetin,0.031677602
Liquiritin,Kaempferol 3-glucuronide,0.031677034
Cholesterol,Vanillin,0.031673188
delta-Tocopherol,Trigonelline,0.031658614
Naringin,"(6S,9R)-Roseoside",0.031623937
Vincristine,3-O-Caffeoylquinic acid,0.031609959
Rutin,Myristicin,0.031608321
Indole-3-acetic acid,Naringin,0.031606286
Glycyrrhetinic acid,Licuroside,0.031603167
Linoleic acid,Betulinic acid,0.031597064
Naringin,Riboflavin,0.031585292
Acetylursolic acid,N6-(delta2-Isopentenyl)adenine,0.031581331
Berberine,Scopoletin,0.031564157
Scopoletin,"(6S,9R)-Roseoside",0.031551733
Glycyrol,Malic acid,0.031550143
Linoleic acid,alpha-Tocopherol,0.031549047
Succinic acid,Punicalin,0.03154815
beta-Carotene,delta-Tocopherol,0.031534776
Sucrose,Cholesterol,0.031524027
Chrysoeriol,Vincamine,0.031515906
Pregnenolone,Oleanolic acid,0.031512207
Cholesterol,Vanillic acid,0.031508768
Ellagic acid,Mitraphylline,0.031499
Spermidine,Kaempferol,0.031487521
Acetylursolic acid,Vitamin A,0.031475864
Naringenin,Glycyrol,0.031453425
Serotonin,Chrysoeriol,0.031451419
Apigenin,Myoinositol,0.031449248
Fumaric acid,p-Coumaric acid,0.031445475
Vincamine,Octadecanoic acid,0.031431671
"3',4',7-Trihydroxyflavone",Quercetin,0.031426856
N6-(delta2-Isopentenyl)adenine,Naringin,0.031424874
Fisetin,Oleanolic acid,0.031423672
N6-(delta2-Isopentenyl)adenine,2'-Hydroxygenistein,0.031417505
Protopine,Gallic acid,0.031413172
3' 5'-cyclic AMP,Succinic acid,0.03139483
Glycyrol,trans-Zeatin,0.031394192
Lycopene,Hirsutrin,0.031382756
Cholesterol,Serotonin,0.031379719
alpha-Terpinene,beta-D-Glucosamine,0.031375291
beta-D-Glucosamine,(+)-S-Carvone,0.031375291
4-Terpineol,beta-D-Glucosamine,0.031375291
Spermidine,Chrysoeriol,0.03137275
2'-Hydroxygenistein,delta-Tocopherol,0.031365483
Kaempferol 3-glucuronide,"3,4-Dihydroxybenzoic acid",0.0313612
Octadecanoic acid,Succinic acid,0.031329644
"6,8-Diprenylgenistein",Fumaric acid,0.03132438
Riboflavin,Indole-3-acetic acid,0.031308708
Oleanolic acid,p-Coumaric acid,0.031300804
Myoinositol,Vincristine,0.031299199
"(6S,9R)-Roseoside",Cryptotanshinone,0.031295416
Rutin,"6,8-Diprenylgenistein",0.03128758
Salicylic acid,Mitraphylline,0.031279356
Loganin,Naringenin,0.031246049
"3,4-Dihydroxybenzoic acid",Uracil,0.031235374
Acetovanillone,Tanshinone I,0.031228707
(R)-linalool,"(6S,9R)-Roseoside",0.031224415
Lycopene,Fisetin,0.031221611
Glycyrol,Isoferulic acid,0.031215623
delta-Tocopherol,Riboflavin,0.031207855
alpha-Pinene,trans-Zeatin,0.031206989
2'-Hydroxygenistein,Fisetin,0.031205267
beta-Carotene,Oxalic acid,0.031193029
Indole-3-acetic acid,Vincristine,0.031193012
Berberine,Punicalin,0.031184258
"(6S,9R)-Roseoside",alpha-Tocopherol,0.031179986
Isoliquiritin,Liquiritin,0.031167295
Isorhamnetin 3-O-beta-D-glucopyranoside,Naringenin,0.031167237
Betulinic acid,alpha-Pinene,0.031158182
Vincristine,Succinic acid,0.031145034
3-O-Caffeoylquinic acid,6-Hydroxymellein,0.031135151
Palmitic acid,Cholesterol,0.031134917
Pregnenolone,Sweroside,0.031123033
L-Phenylalanine,Pregnenolone,0.031121238
Cholesterol,Kaempferol 3-glucuronide,0.031119631
Myricetin,Glycyrrhizic acid,0.031114245
Citric acid,Semilicoisoflavone B,0.031113705
Riboflavin,beta-D-Glucosamine,0.031113131
Acetylursolic acid,Myricetin,0.031107289
Chrysoeriol,Myoinositol,0.031106179
Liquiritin,N6-(delta2-Isopentenyl)adenine,0.031100578
Tanshinone I,N6-(delta2-Isopentenyl)adenine,0.031092606
"6,8-Diprenylgenistein",Gibberellin A3,0.031091382
Vincamine,Oleic acid,0.031075852
Uracil,Peucedanin,0.031073626
Thiamine,Guanosine,0.031063746
"(6S,9R)-Roseoside",Oleic acid,0.031051287
Glycyrrhizic acid,Kaempferol 3-glucuronide,0.031046728
Vincamine,Thiamine,0.031040799
Labiatenic acid,beta-Carotene,0.031030247
beta-Monoolein,Hirsutrin,0.031006567
(-)-Jasmonic acid,"1,3,7-Trihydroxyxanthone",0.031003046
Isoprene,Folic acid,0.030992622
Fumaric acid,Labiatenic acid,0.030992484
Cryptotanshinone,Isoprene,0.030987189
Serotonin,Tanshinone II,0.030977001
Octadecanoic acid,"3',4',7-Trihydroxyflavone",0.030975227
Apigenin,Vincamine,0.030972413
Cryptotanshinone,Serotonin,0.030971717
Uracil,"Methyl 3,4,5-trihydroxybenzoate",0.030966672
alpha-Pinene,Pregnenolone,0.03095005
Acetylursolic acid,Glycyrrhizic acid,0.030945796
delta-Tocopherol,Fumaric acid,0.030943972
Uracil,Trigonelline,0.030935279
alpha-Pinene,Scopoletin,0.030929815
9-Ribosyl-trans-zeatin,7-Hydroxycoumarin,0.030921073
Folic acid,Kaempferol 3-glucuronide,0.030916983
p-Coumaric acid,Gibberellin A3,0.030908673
Rutin,beta-Monoolein,0.030908396
Labiatenic acid,(-)-Jasmonic acid,0.030907856
Kaempferol 3-glucuronide,2'-Hydroxygenistein,0.030901973
Cholesterol,"3,4-Dihydroxybenzoic acid",0.030888602
Vanillin,Semilicoisoflavone B,0.030869276
Thiamine,alpha-Pinene,0.030869199
Thiamine,Indole-3-acetic acid,0.030849339
Linoleic acid,Trigonelline,0.030844009
Spermidine,Naringin,0.030839358
Betulinic acid,Vincristine,0.030834388
Isoliquiritin,L-Phenylalanine,0.030819209
3-O-Caffeoylquinic acid,Rutin,0.030807773
Fumaric acid,Semilicoisoflavone B,0.030793696
Oleanolic acid,"(6S,9R)-Roseoside",0.030783298
Glycyrrhetinic acid,N6-(delta2-Isopentenyl)adenine,0.030778164
Uracil,Tryptamine,0.030764907
(-)-Jasmonic acid,Chelerythrine,0.030762565
Pregnenolone,Formononetin,0.030746864
Myricetin,Isoprene,0.030741577
Riboflavin,Cryptotanshinone,0.030731514
Punicalin,7-Hydroxycoumarin,0.030713019
Protopine,Chelerythrine,0.030708436
Betulinic acid,"6,8-Diprenylgenistein",0.030700854
(R)-linalool,Vincamine,0.03068553
Naringin,Fisetin,0.030680352
Serotonin,Liquiritin,0.030661593
delta-Tocopherol,Isoprene,0.030660514
Licuroside,Isorhamnetin,0.030657411
Isorhamnetin 3-O-beta-D-glucopyranoside,Vitamin A,0.030654065
Indole-3-acetic acid,Oleanolic acid,0.030648294
Oxalic acid,Spermine,0.030643795
Chrysoeriol,"(6S,9R)-Roseoside",0.030629581
Oxalic acid,Oleanolic acid,0.030626739
"(6S,9R)-Roseoside",Apigenin,0.030624367
alpha-Pinene,beta-Monoolein,0.030617074
Scopoletin,Acetovanillone,0.030610432
"6,8-Diprenylgenistein",(R)-linalool,0.030592588
Myoinositol,Gallic acid,0.030576795
Acetovanillone,Pregnenolone,0.030575689
Formononetin,Acetovanillone,0.030574649
Ellagic acid,(-)-Jasmonic acid,0.030572321
Isoliquiritin,Ellagic acid,0.030572233
Acetovanillone,Quercetin,0.030554643
Kaempferol 3-glucuronide,Isoliquiritigenin,0.030543207
Tanshinone I,Pregnenolone,0.030528168
Coumestrol,Uracil,0.03052283
Oleanolic acid,Vindoline,0.030512253
"1,3,7-Trihydroxyxanthone",Protopine,0.030511047
Octadecanoic acid,"6,8-Diprenylgenistein",0.030507581
"6,8-Diprenylgenistein",Formononetin,0.030495792
Vincamine,Scopoletin,0.030480593
Quinic acid,Berberine,0.030460711
Quinic acid,Serotonin,0.030454558
Glycyrrhizic acid,"Methyl 3,4,5-trihydroxybenzoate",0.030448618
Oleanolic acid,Vincamine,0.030447032
alpha-Tocopherol,Isorhamnetin 3-O-beta-D-glucopyranoside,0.030433119
Cryptotanshinone,Spermidine,0.030430461
(R)-linalool,Labiatenic acid,0.030402611
Hirsutrin,Isoferulic acid,0.030397671
Semilicoisoflavone B,Thiamine,0.030397426
Serotonin,alpha-Tocopherol,0.030396134
Hirsutrin,beta-Carotene,0.030389967
Scopoletin,Semilicoisoflavone B,0.030376186
Thiamine,6-Hydroxymellein,0.030372307
Spermine,Myoinositol,0.030361742
Adenosine,beta-Monoolein,0.030360874
Chrysoeriol,Ajmalicine,0.030357962
Spermidine,Tanshinone II,0.030350562
Serotonin,2'-Hydroxygenistein,0.030314239
Kaempferol 3-glucuronide,Oleic acid,0.030303907
Tanshinone I,Oxalic acid,0.030303621
Cholesterol,alpha-Tocopherol,0.030302807
Quinic acid,Fisetin,0.030301233
Glycyrrhetinic acid,Berberine,0.030295591
Isorhamnetin 3-O-beta-D-glucopyranoside,Coumestrol,0.030295485
Myristicin,Linoleic acid,0.030291001
Chelerythrine,Betulinic acid,0.03028895
Licuroside,Vitamin A,0.030280265
Cholesterol,Spermidine,0.030276454
Guanosine,Kaempferol 3-glucuronide,0.030252982
Fisetin,Tanshinone I,0.030251818
6-Hydroxymellein,"3',4',7-Trihydroxyflavone",0.030248554
beta-Carotene,Cholesterol,0.030242639
3-O-Caffeoylquinic acid,Hirsutrin,0.030230423
Acetylursolic acid,Benzoic acid,0.030226837
"6,8-Diprenylgenistein",Sanguinarine,0.030214846
Rutin,trans-Zeatin,0.030206372
Vanillic acid,Uracil,0.030205182
Serotonin,Isoprene,0.030200201
2'-Hydroxygenistein,p-Coumaric acid,0.030192842
Glycyrol,Glycyrrhetinic acid,0.030190272
Isorhamnetin 3-O-beta-D-glucopyranoside,Myricetin,0.030172712
Vindoline,beta-Carotene,0.030162298
alpha-Pinene,Tetrahydroalstonine,0.030158225
6-Hydroxymellein,Scopoletin,0.030152917
Ferruginol,Echinatin,0.030142754
Spermidine,2'-Hydroxygenistein,0.03013525
Labiatenic acid,Thiamine,0.030124584
p-Coumaric acid,alpha-Tocopherol,0.030123055
Isolicoflavonol,Benzoic acid,0.03012139
Acetylursolic acid,Trigonelline,0.030113998
Linoleic acid,Acetylursolic acid,0.030108292
Vindoline,Sucrose,0.030106349
Gibberellin A3,Semilicoisoflavone B,0.030103214
Ajmalicine,Tanshinone II,0.030089373
p-Coumaric acid,Naringin,0.030087773
Folic acid,Uracil,0.030058227
Tanshinone II,Isoprene,0.030053156
N6-(delta2-Isopentenyl)adenine,7-Hydroxycoumarin,0.030047159
beta-D-Glucosamine,Coumarin,0.030030187
Fisetin,Isoschaftoside,0.030029023
"1,3,7-Trihydroxyxanthone",Glycyrol,0.030027191
Fumaric acid,Kaempferol 3-glucuronide,0.029990094
Rutin,Isoferulic acid,0.029980622
Pregnenolone,Gallic acid,0.029979296
Acetylursolic acid,Isoprene,0.029975323
(R)-linalool,delta-Tocopherol,0.029968496
Vincamine,Ferruginol,0.029964943
Semilicoisoflavone B,2'-Hydroxygenistein,0.029964439
Kaempferol,Palmitic acid,0.029961329
p-Coumaric acid,Cryptotanshinone,0.029951965
Benzoic acid,(-)-Jasmonic acid,0.029948188
Tanshinone I,alpha-Pinene,0.029940924
Oxalic acid,Fisetin,0.029928358
N6-(delta2-Isopentenyl)adenine,beta-Carotene,0.029913325
Isoferulic acid,Uracil,0.029907733
Mitraphylline,Coumarin,0.029887602
Isorhamnetin 3-O-beta-D-glucopyranoside,Labiatenic acid,0.029886935
Kaempferol 3-glucuronide,Isoprene,0.029870837
Malic acid,Uracil,0.029864166
beta-Carotene,Kaempferol,0.029863372
(-)-Jasmonic acid,Serotonin,0.029859543
Salicylic acid,Succinic acid,0.029848456
Vanillin,Vindoline,0.029845621
Isoprene,2'-Hydroxygenistein,0.029828975
Uracil,Lycopene,0.029828102
Labiatenic acid,Protopine,0.029827548
Semilicoisoflavone B,Isoliquiritigenin,0.02982684
Myoinositol,Oleanolic acid,0.02982516
Semilicoisoflavone B,Naringin,0.029818012
Fisetin,Riboflavin,0.029812019
Protopine,Serotonin,0.029811806
Vindoline,Betulinic acid,0.02980257
Isoliquiritin,Sigmoidin B,0.029784345
Cryptotanshinone,Ajmalicine,0.029771879
Myoinositol,alpha-Terpinene,0.029760446
4-Terpineol,Myoinositol,0.029760446
Myoinositol,(+)-S-Carvone,0.029760446
Liquiritin,Semilicoisoflavone B,0.029747443
p-Coumaric acid,Tanshinone I,0.029731207
Serotonin,Oleic acid,0.029726315
Apigenin,Acetylursolic acid,0.029715214
Isoliquiritin,Phaseollidin,0.029708659
Apigenin,Kaempferol 3-glucuronide,0.029702946
Apigenin,Loganin,0.029685856
Oleanolic acid,Semilicoisoflavone B,0.029682217
Palmitic acid,Vanillic acid,0.029680444
Gallic acid,Isoliquiritin,0.029676881
Indole-3-acetic acid,Tanshinone I,0.029636332
L-Phenylalanine,Licuroside,0.029626731
Semilicoisoflavone B,alpha-Tocopherol,0.029608587
Isoliquiritigenin,p-Coumaric acid,0.029588887
6-Hydroxymellein,Liquiritigenin,0.029588447
Hirsutrin,Indole-3-acetic acid,0.029580038
Myoinositol,Myristicin,0.029574059
Betulinic acid,(-)-Jasmonic acid,0.029565547
p-Coumaric acid,Oleic acid,0.029562138
p-Coumaric acid,(R)-linalool,0.029561871
Isoferulic acid,Vindoline,0.029547404
Vindoline,Tanshinone I,0.029536632
Mitraphylline,Tryptamine,0.029511361
Chelerythrine,Indole-3-acetic acid,0.029510834
Chrysoeriol,Glycyrrhizic acid,0.02950783
Kaempferol 3-glucuronide,Riboflavin,0.029507092
Mitraphylline,"Methyl 3,4,5-trihydroxybenzoate",0.029505653
Tetrahydroalstonine,Oxalic acid,0.029486608
Spermidine,Kaempferol 3-glucuronide,0.029485221
Ajmalicine,Isoliquiritigenin,0.029475968
Succinic acid,beta-Monoolein,0.029466841
Folic acid,Cholesterol,0.02945825
Ajmalicine,Linoleic acid,0.029455355
Riboflavin,Serotonin,0.029455343
Chelerythrine,Methyl rosmarinate,0.02945509
Glycyrrhetinic acid,Isorhamnetin 3-O-beta-D-glucopyranoside,0.029444557
Tanshinone I,"(6S,9R)-Roseoside",0.029443381
Myricetin,Glycyrol,0.029438733
Benzoic acid,Isoliquiritin,0.029427127
Sucrose,(-)-Jasmonic acid,0.029424608
Isorhamnetin,Kaempferol 3-glucuronide,0.029422567
(-)-Jasmonic acid,Coumestrol,0.029397188
3-O-Caffeoylquinic acid,Betulinic acid,0.029370495
Sweroside,Myoinositol,0.029369124
Myristicin,N6-(delta2-Isopentenyl)adenine,0.029356352
Naringenin,Uracil,0.029355045
p-Coumaric acid,Liquiritin,0.029354381
"3,4-Dihydroxybenzoic acid",Isorhamnetin 3-O-beta-D-glucopyranoside,0.029347689
Malic acid,Palmitic acid,0.029344572
Acetovanillone,Spermine,0.029344571
Tanshinone II,Glycyrol,0.029343296
Pregnenolone,Vincamine,0.029338661
p-Coumaric acid,Quercetin,0.029330396
Gancaonin U,Vanillin,0.029313283
Vincamine,Sanguinarine,0.02931118
Isoliquiritigenin,Isoprene,0.029310855
Tetrahydroalstonine,Vincristine,0.029289678
trans-Zeatin,Mitraphylline,0.029284708
Semilicoisoflavone B,Cryptotanshinone,0.029277395
Trigonelline,Licuroside,0.029259512
Myoinositol,3-O-Caffeoylquinic acid,0.029248807
Mitraphylline,Trigonelline,0.029239327
Isoliquiritin,Isoschaftoside,0.029236256
Ajmalicine,Vanillin,0.029231325
Tanshinone II,Glycyrrhizic acid,0.029227003
Benzoic acid,"3',4',7-Trihydroxyflavone",0.029226332
Betulinic acid,Myristicin,0.029209318
Berberine,Chrysoeriol,0.029206133
beta-Carotene,3-O-Caffeoylquinic acid,0.02917532
Adenosine,Isoliquiritin,0.029170332
Scopoletin,Sweroside,0.029163957
Myoinositol,alpha-Pinene,0.029133649
Betulinic acid,6-Hydroxymellein,0.029119253
Ajmalicine,3' 5'-cyclic AMP,0.02911656
beta-Carotene,Testosterone,0.029105053
Protopine,Betulinic acid,0.029104881
Licuroside,Folic acid,0.029093879
Protopine,Coumestrol,0.029086433
Formononetin,Betulinic acid,0.029083662
beta-D-Glucosamine,Benzoic acid,0.029082451
Sucrose,Glycyrrhetinic acid,0.029077762
Gibberellin A3,Labiatenic acid,0.029048567
3-O-Caffeoylquinic acid,alpha-Pinene,0.029035134
Liquiritin,Glycyrrhizic acid,0.029031614
9-Ribosyl-trans-zeatin,Betulinic acid,0.029027928
Mitraphylline,Peucedanin,0.029024495
3-O-Caffeoylquinic acid,Vincamine,0.029013959
Protopine,Ellagic acid,0.029001985
Serotonin,(R)-linalool,0.028999988
Myoinositol,Tanshinone I,0.028989623
Indole-3-acetic acid,Scopoletin,0.028983627
Oestrone,Mitraphylline,0.028968298
Tanshinone I,Vincamine,0.028964108
"(6S,9R)-Roseoside",L-Phenylalanine,0.028938865
Berberine,Tanshinone II,0.02893591
Thiamine,Oxalic acid,0.028930339
Myoinositol,Formononetin,0.028915924
Uracil,Glycyrrhetinic acid,0.028902095
Apigenin,Isorhamnetin 3-O-beta-D-glucopyranoside,0.028888285
Isolicoflavonol,Caffeic acid,0.028876544
Scopoletin,Vindoline,0.0288719
Cholesterol,Labiatenic acid,0.028861125
6-Hydroxymellein,"(6S,9R)-Roseoside",0.028858906
Gallic acid,"6,8-Diprenylgenistein",0.028857753
delta-Tocopherol,Gibberellin A3,0.028841379
Methyl rosmarinate,Oxalic acid,0.028840126
Formononetin,Isoprene,0.028839866
Liquiritin,beta-Carotene,0.028833845
Oleic acid,Semilicoisoflavone B,0.028826621
Trigonelline,Isorhamnetin 3-O-beta-D-glucopyranoside,0.028826527
Isolicoflavonol,Trigonelline,0.02881691
Glycyrrhizic acid,Oleanolic acid,0.028811812
(R)-linalool,Semilicoisoflavone B,0.028808622
Sweroside,"6,8-Diprenylgenistein",0.02880156
Sucrose,Chrysoeriol,0.028801192
Vanillic acid,Mitraphylline,0.028788555
Ajmalicine,2'-Hydroxygenistein,0.028781066
Chrysoeriol,beta-Carotene,0.028779868
Quercetin,Uracil,0.028767185
Sanguinarine,Acetovanillone,0.028757902
Acetylursolic acid,Kaempferol,0.028750168
Ajmalicine,Naringin,0.028745284
3-O-Caffeoylquinic acid,Isoliquiritin,0.028743351
Testosterone,Mitraphylline,0.028735944
Palmitic acid,Punicalin,0.028734101
Acetylursolic acid,"6,8-Diprenylgenistein",0.028728322
Ellagic acid,"3',4',7-Trihydroxyflavone",0.028720064
Loganin,Trigonelline,0.028719421
Pregnenolone,Myoinositol,0.028717158
p-Coumaric acid,Formononetin,0.028711928
Vanillin,Berberine,0.028710604
Cryptotanshinone,Berberine,0.028697856
Naringin,Berberine,0.028696178
Octadecanoic acid,"(6S,9R)-Roseoside",0.02869393
"6,8-Diprenylgenistein",6-Hydroxymellein,0.028693271
Sucrose,Apigenin,0.028690989
beta-Carotene,Tanshinone II,0.028687791
Isolicoflavonol,Salicylic acid,0.028687262
Folic acid,Mitraphylline,0.0286515
Berberine,Liquiritin,0.028650405
Tetrahydroalstonine,Cholesterol,0.028649211
Isolicoflavonol,Isoferulic acid,0.028643383
7-Hydroxycoumarin,"6,8-Diprenylgenistein",0.028641983
alpha-Tocopherol,Acetylursolic acid,0.028629252
beta-D-Glucosamine,Punicalin,0.0286225
Punicalin,trans-Zeatin,0.028613502
beta-Carotene,Cryptotanshinone,0.028613485
Ajmalicine,Rutin,0.028606099
Sucrose,Punicalin,0.028587243
Labiatenic acid,Scopoletin,0.028569668
Tanshinone I,Semilicoisoflavone B,0.028569078
Quinic acid,Loganin,0.028564394
Caffeic acid,Sucrose,0.028564265
"Methyl 3,4,5-trihydroxybenzoate",Palmitic acid,0.028555812
Pregnenolone,Betulinic acid,0.028555215
Chrysoeriol,Semilicoisoflavone B,0.028550833
"6,8-Diprenylgenistein",3-O-Caffeoylquinic acid,0.028550355
delta-Tocopherol,Palmitic acid,0.028546591
Oleanolic acid,Ajmalicine,0.028530697
Succinic acid,alpha-Pinene,0.028527818
Labiatenic acid,3-O-Caffeoylquinic acid,0.028524929
Cholesterol,Cryptotanshinone,0.028515047
"3',4',7-Trihydroxyflavone",Testosterone,0.028512723
Glycyrol,Kaempferol,0.028504022
Citric acid,Acetylursolic acid,0.028492287
"(6S,9R)-Roseoside",Myristicin,0.028491554
Quinic acid,Vincristine,0.028488819
Adenosine,Isolicoflavonol,0.028487988
Tanshinone II,Licuroside,0.028479689
Chelerythrine,"6,8-Diprenylgenistein",0.028468617
Rutin,Scopoletin,0.028448251
Salicylic acid,Isoliquiritin,0.02844448
beta-D-Glucosamine,Sucrose,0.028435557
Myristicin,"6,8-Diprenylgenistein",0.028435432
Sucrose,Naringenin,0.028424125
3-O-Caffeoylquinic acid,"(6S,9R)-Roseoside",0.028410444
Oxalic acid,Acetovanillone,0.028410025
Mitraphylline,Coumestrol,0.028405375
beta-D-Glucosamine,(-)-Jasmonic acid,0.028402438
Acetylursolic acid,Isorhamnetin 3-O-beta-D-glucopyranoside,0.028399563
Gancaonin U,Peucedanin,0.028384737
Coumarin,Isoliquiritin,0.028382468
Protopine,Sucrose,0.028376431
(-)-Jasmonic acid,Oxalic acid,0.028375717
Pregnenolone,Indole-3-acetic acid,0.028372809
Isoprene,Naringin,0.028371569
Linoleic acid,Acetovanillone,0.028362669
Glycyrrhizic acid,Scopoletin,0.028353256
"3,4-Dihydroxybenzoic acid",beta-Monoolein,0.028342181
delta-Tocopherol,Formononetin,0.028331905
Cholesterol,Myristicin,0.028328822
"3,4-Dihydroxybenzoic acid",Mitraphylline,0.02832862
Mitraphylline,Naringenin,0.028322842
Thiamine,Acetylursolic acid,0.02831918
Uracil,"1,3,7-Trihydroxyxanthone",0.028316678
Myristicin,Guanosine,0.028304636
Pregnenolone,Chelerythrine,0.028298989
Glycyrol,Cryptotanshinone,0.028284013
Glycyrol,Chrysoeriol,0.028280685
Chrysoeriol,p-Coumaric acid,0.028253244
Cholesterol,Isoliquiritigenin,0.028250033
"(6S,9R)-Roseoside",Acetovanillone,0.028243346
Folic acid,Isorhamnetin 3-O-beta-D-glucopyranoside,0.02823961
Formononetin,Vincamine,0.02822793
2'-Hydroxygenistein,Glycyrrhizic acid,0.028219053
7-Hydroxycoumarin,Berberine,0.028209048
Citric acid,Succinic acid,0.028170883
Liquiritin,Cholesterol,0.028154648
Cholesterol,Tanshinone II,0.028141115
Betulinic acid,7-Hydroxycoumarin,0.028134925
Succinic acid,Rutin,0.028127182
Coumarin,Succinic acid,0.028124813
Isoferulic acid,Riboflavin,0.028114033
Isolicoflavonol,Ellagic acid,0.028110153
Ellagic acid,beta-D-Glucosamine,0.028110021
(+)-S-Carvone,Trigonelline,0.028109547
Trigonelline,4-Terpineol,0.028109547
Trigonelline,alpha-Terpinene,0.028109547
7-Hydroxycoumarin,Tetrahydroalstonine,0.028107501
"6,8-Diprenylgenistein",Indole-3-acetic acid,0.028104145
beta-Carotene,Oleic acid,0.028100128
Benzoic acid,Protopine,0.028066464
